student_id,study_hours,attendance,assignment_score,previous_score,maths,dbms,python,os,ml,current_score,performance_level,strongest_subject,weakest_subject,learning_recommendation,detailed_insight,predicted_score,predicted_performance
ST0549,14,99,98,91,90,43,54,96,54,75.55,Good,os,dbms,Maintain your current performance and strengthen dbms further.,Focus more on DBMS as it is your weakest subject. Your attendance is good. Keep maintaining it. Overall performance is good. Focus on strengthening your weak areas.,77.74419999999996,Good
ST0550,11,70,100,43,100,63,70,60,74,60.78,Average,maths,os,Maintain your current performance and strengthen os further.,Focus more on OS as it is your weakest subject.,67.91210000000005,Average
ST0551,13,98,59,95,56,98,92,100,96,82.26,Good,os,maths,Complete assignments regularly and practice more in maths.,Focus more on MATHS as it is your weakest subject. Your attendance is good. Keep maintaining it. Spend more time completing and practicing assignments. Overall performance is good. Focus on strengthening your weak areas.,80.6538000000001,Good
ST0552,8,56,89,63,74,68,69,70,91,58.41,Needs Improvement,ml,dbms,Improve attendance and give additional attention to dbms.,Focus more on DBMS as it is your weakest subject. Increase your weekly study time. Improve your attendance.,62.49129999999994,Average
ST0553,17,66,53,73,99,58,85,58,44,66.66,Average,maths,ml,Improve attendance and give additional attention to ml.,Focus more on ML as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance. Spend more time completing and practicing assignments.,66.70879999999994,Average
ST0554,8,69,41,69,57,45,59,70,94,59.8,Needs Improvement,ml,dbms,Improve attendance and give additional attention to dbms.,Focus more on DBMS as it is your weakest subject. Increase your weekly study time. Improve your attendance. Spend more time completing and practicing assignments.,59.99270000000007,Average
ST0555,5,90,48,57,79,96,99,92,44,70.04,Average,python,ml,Increase study time and focus more on ml.,Focus more on ML as it is your weakest subject. Increase your weekly study time. Your attendance is good. Keep maintaining it. Spend more time completing and practicing assignments.,62.930599999999984,Average
ST0556,12,98,76,58,61,72,78,71,59,72.22,Average,python,ml,Maintain your current performance and strengthen ml further.,Focus more on ML as it is your weakest subject. Your attendance is good. Keep maintaining it.,70.76980000000002,Average
ST0557,20,69,59,70,96,88,92,41,54,73.91,Average,maths,os,Improve attendance and give additional attention to os.,Focus more on OS as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance. Spend more time completing and practicing assignments.,72.86879999999992,Average
ST0558,18,71,65,99,63,79,94,98,57,80.41,Good,os,ml,Maintain your current performance and strengthen ml further.,Focus more on ML as it is your weakest subject. Your study time is good. Maintain this consistency. Overall performance is good. Focus on strengthening your weak areas.,79.80559999999996,Good
ST0559,20,77,68,99,97,58,51,91,86,76.18,Good,maths,python,Maintain your current performance and strengthen python further.,Focus more on PYTHON as it is your weakest subject. Your study time is good. Maintain this consistency. Overall performance is good. Focus on strengthening your weak areas.,77.87140000000008,Good
ST0560,18,89,40,58,58,92,88,49,41,67.21,Average,dbms,ml,Complete assignments regularly and practice more in ml.,Focus more on ML as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it. Spend more time completing and practicing assignments.,68.43940000000002,Average
ST0561,16,98,94,88,76,40,56,41,68,75.87,Good,maths,dbms,Maintain your current performance and strengthen dbms further.,Focus more on DBMS as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it. Overall performance is good. Focus on strengthening your weak areas.,75.64869999999995,Good
ST0562,7,56,74,85,78,44,81,41,52,60.58,Average,python,os,Improve attendance and give additional attention to os.,Focus more on OS as it is your weakest subject. Increase your weekly study time. Improve your attendance.,62.68999999999996,Average
ST0563,11,50,45,58,60,66,69,99,43,65.31,Average,os,ml,Improve attendance and give additional attention to ml.,Focus more on ML as it is your weakest subject. Improve your attendance. Spend more time completing and practicing assignments.,62.58800000000007,Average
ST0564,19,81,76,61,47,55,68,63,81,65.93,Average,ml,maths,Maintain your current performance and strengthen maths further.,Focus more on MATHS as it is your weakest subject. Your study time is good. Maintain this consistency.,68.81810000000007,Average
ST0565,16,62,92,63,67,45,58,56,84,68.62,Average,ml,dbms,Improve attendance and give additional attention to dbms.,Focus more on DBMS as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance.,68.26829999999997,Average
ST0566,6,79,98,84,44,79,85,71,49,60.78,Average,python,maths,Increase study time and focus more on maths.,Focus more on MATHS as it is your weakest subject. Increase your weekly study time.,63.80869999999999,Average
ST0567,6,72,44,51,56,52,50,55,100,50.95,Needs Improvement,ml,python,Increase study time and focus more on python.,Focus more on PYTHON as it is your weakest subject. Increase your weekly study time. Spend more time completing and practicing assignments.,53.51559999999994,Average
ST0568,20,100,72,69,76,87,73,55,70,77.96,Good,dbms,os,Maintain your current performance and strengthen os further.,Focus more on OS as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it. Overall performance is good. Focus on strengthening your weak areas.,77.48910000000002,Good
ST0569,11,68,88,97,75,74,89,85,80,71.18,Average,python,dbms,Improve attendance and give additional attention to dbms.,Focus more on DBMS as it is your weakest subject. Improve your attendance.,72.13300000000008,Average
ST0570,19,81,90,77,93,58,46,78,47,82.39,Good,maths,python,Maintain your current performance and strengthen python further.,Focus more on PYTHON as it is your weakest subject. Your study time is good. Maintain this consistency. Overall performance is good. Focus on strengthening your weak areas.,81.54620000000008,Good
ST0571,10,79,53,92,58,51,83,92,42,67.44,Average,os,ml,Complete assignments regularly and practice more in ml.,Focus more on ML as it is your weakest subject. Spend more time completing and practicing assignments.,64.4004,Average
ST0572,7,78,51,70,66,55,97,70,87,66.28,Average,python,dbms,Increase study time and focus more on dbms.,Focus more on DBMS as it is your weakest subject. Increase your weekly study time. Spend more time completing and practicing assignments.,64.15309999999998,Average
ST0573,13,98,81,75,92,98,73,82,85,79.07,Good,dbms,python,Maintain your current performance and strengthen python further.,Focus more on PYTHON as it is your weakest subject. Your attendance is good. Keep maintaining it. Overall performance is good. Focus on strengthening your weak areas.,79.93989999999995,Good
ST0574,14,94,59,58,73,82,98,63,48,70.85,Average,python,ml,Complete assignments regularly and practice more in ml.,Focus more on ML as it is your weakest subject. Your attendance is good. Keep maintaining it. Spend more time completing and practicing assignments.,71.3476000000001,Average
ST0575,19,78,92,87,50,49,59,40,69,82.62,Good,ml,os,Maintain your current performance and strengthen os further.,Focus more on OS as it is your weakest subject. Your study time is good. Maintain this consistency. Overall performance is good. Focus on strengthening your weak areas.,80.94269999999995,Good
ST0576,18,79,89,84,93,64,89,50,92,82.95,Good,maths,os,Maintain your current performance and strengthen os further.,Focus more on OS as it is your weakest subject. Your study time is good. Maintain this consistency. Overall performance is good. Focus on strengthening your weak areas.,82.34269999999991,Good
ST0577,17,65,63,75,84,59,77,94,50,76.16,Good,os,ml,Improve attendance and give additional attention to ml.,Focus more on ML as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance. Overall performance is good. Focus on strengthening your weak areas.,75.33559999999997,Good
ST0578,10,89,98,69,86,70,63,60,74,70.64,Average,maths,os,Maintain your current performance and strengthen os further.,Focus more on OS as it is your weakest subject. Your attendance is good. Keep maintaining it.,70.7617000000001,Average
ST0579,14,68,82,94,51,43,49,43,76,71.8,Average,ml,dbms,Improve attendance and give additional attention to dbms.,Focus more on DBMS as it is your weakest subject. Improve your attendance.,73.04360000000001,Average
ST0580,14,67,73,88,93,83,71,46,100,73.51,Average,ml,os,Improve attendance and give additional attention to os.,Focus more on OS as it is your weakest subject. Improve your attendance.,74.34240000000011,Average
ST0581,10,50,64,94,60,62,91,65,81,58.74,Needs Improvement,python,maths,Improve attendance and give additional attention to maths.,Focus more on MATHS as it is your weakest subject. Improve your attendance.,61.62709999999993,Average
ST0582,5,63,89,72,93,41,54,86,52,61.39,Average,maths,dbms,Improve attendance and give additional attention to dbms.,Focus more on DBMS as it is your weakest subject. Increase your weekly study time. Improve your attendance.,62.772100000000066,Average
ST0583,8,100,68,57,50,95,76,89,75,66.82,Average,dbms,maths,Increase study time and focus more on maths.,Focus more on MATHS as it is your weakest subject. Increase your weekly study time. Your attendance is good. Keep maintaining it.,65.73809999999995,Average
ST0584,14,96,96,91,78,61,59,51,95,74.03,Average,ml,os,Maintain your current performance and strengthen os further.,Focus more on OS as it is your weakest subject. Your attendance is good. Keep maintaining it.,77.89160000000003,Good
ST0585,10,99,78,88,67,90,42,70,52,72.99,Average,dbms,python,Maintain your current performance and strengthen python further.,Focus more on PYTHON as it is your weakest subject. Your attendance is good. Keep maintaining it.,72.7573,Average
ST0586,19,51,70,98,44,96,76,56,51,70.89,Average,dbms,maths,Improve attendance and give additional attention to maths.,Focus more on MATHS as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance.,71.6332000000001,Average
ST0587,10,77,95,67,56,76,96,72,76,84.54,Good,python,maths,Maintain your current performance and strengthen maths further.,Focus more on MATHS as it is your weakest subject. Overall performance is good. Focus on strengthening your weak areas.,78.31929999999997,Good
ST0588,15,98,86,98,95,47,79,50,49,73.84,Average,maths,dbms,Maintain your current performance and strengthen dbms further.,Focus more on DBMS as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it.,75.03160000000007,Good
ST0589,16,99,82,86,59,46,47,67,99,73.46,Average,ml,dbms,Maintain your current performance and strengthen dbms further.,Focus more on DBMS as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it.,74.67160000000003,Average
ST0590,9,79,89,50,80,53,79,71,95,71.64,Average,ml,dbms,Increase study time and focus more on dbms.,Focus more on DBMS as it is your weakest subject. Increase your weekly study time.,67.82220000000001,Average
ST0591,5,87,62,96,85,95,83,40,48,65.79,Average,dbms,os,Increase study time and focus more on os.,Focus more on OS as it is your weakest subject. Increase your weekly study time. Your attendance is good. Keep maintaining it.,64.83809999999998,Average
ST0592,12,100,83,99,97,94,95,86,91,90.11,Excellent,maths,os,Maintain your current performance and strengthen os further.,Focus more on OS as it is your weakest subject. Your attendance is good. Keep maintaining it. Overall performance is good. Focus on strengthening your weak areas.,85.71619999999993,Good
ST0593,9,53,77,93,51,42,62,67,46,62.73,Average,os,dbms,Improve attendance and give additional attention to dbms.,Focus more on DBMS as it is your weakest subject. Increase your weekly study time. Improve your attendance.,63.51809999999991,Average
ST0594,16,50,59,84,45,89,79,92,41,66.84,Average,os,ml,Improve attendance and give additional attention to ml.,Focus more on ML as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance. Spend more time completing and practicing assignments.,68.30840000000005,Average
ST0595,16,57,62,72,56,55,50,81,93,62.58,Average,ml,python,Improve attendance and give additional attention to python.,Focus more on PYTHON as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance.,65.07639999999996,Average
ST0596,16,78,84,56,90,94,85,46,95,81.68,Good,ml,os,Maintain your current performance and strengthen os further.,Focus more on OS as it is your weakest subject. Your study time is good. Maintain this consistency. Overall performance is good. Focus on strengthening your weak areas.,75.16969999999995,Good
ST0597,9,88,91,45,58,58,47,41,99,58.66,Needs Improvement,ml,os,Increase study time and focus more on os.,Focus more on OS as it is your weakest subject. Increase your weekly study time. Your attendance is good. Keep maintaining it.,62.16829999999996,Average
ST0598,11,52,55,43,65,90,68,81,62,61.36,Average,dbms,ml,Improve attendance and give additional attention to ml.,Focus more on ML as it is your weakest subject. Improve your attendance. Spend more time completing and practicing assignments.,60.7721,Average
ST0599,8,81,89,59,87,57,69,63,78,70.81,Average,maths,dbms,Increase study time and focus more on dbms.,Focus more on DBMS as it is your weakest subject. Increase your weekly study time.,69.7508000000001,Average
ST0600,10,59,81,87,83,91,95,43,79,70.91,Average,python,os,Improve attendance and give additional attention to os.,Focus more on OS as it is your weakest subject. Improve your attendance.,70.87160000000002,Average
ST0601,17,59,99,86,83,55,99,83,78,80.24,Good,python,dbms,Improve attendance and give additional attention to dbms.,Focus more on DBMS as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance. Overall performance is good. Focus on strengthening your weak areas.,79.70959999999992,Good
ST0602,20,68,94,66,91,47,49,58,60,71.62,Average,maths,dbms,Improve attendance and give additional attention to dbms.,Focus more on DBMS as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance.,75.90499999999999,Good
ST0603,8,95,47,54,71,99,78,65,62,65.5,Average,dbms,ml,Increase study time and focus more on ml.,Focus more on ML as it is your weakest subject. Increase your weekly study time. Your attendance is good. Keep maintaining it. Spend more time completing and practicing assignments.,64.57119999999999,Average
ST0604,18,83,89,45,45,72,67,50,68,59.51,Needs Improvement,dbms,maths,Maintain your current performance and strengthen maths further.,Focus more on MATHS as it is your weakest subject. Your study time is good. Maintain this consistency.,64.4965000000001,Average
ST0605,19,82,60,86,94,88,88,79,53,84.2,Good,maths,ml,Maintain your current performance and strengthen ml further.,Focus more on ML as it is your weakest subject. Your study time is good. Maintain this consistency. Overall performance is good. Focus on strengthening your weak areas.,78.0432,Good
ST0606,7,72,40,53,97,51,75,89,65,58.62,Needs Improvement,maths,dbms,Increase study time and focus more on dbms.,Focus more on DBMS as it is your weakest subject. Increase your weekly study time. Spend more time completing and practicing assignments.,58.81789999999994,Average
ST0607,11,77,94,99,75,92,100,82,90,81.34,Good,python,maths,Maintain your current performance and strengthen maths further.,Focus more on MATHS as it is your weakest subject. Overall performance is good. Focus on strengthening your weak areas.,79.17350000000006,Good
ST0608,12,81,47,50,77,50,52,50,44,58.78,Needs Improvement,maths,ml,Complete assignments regularly and practice more in ml.,Focus more on ML as it is your weakest subject. Spend more time completing and practicing assignments.,58.97049999999997,Average
ST0609,8,99,68,78,50,44,71,84,94,63.27,Average,ml,dbms,Increase study time and focus more on dbms.,Focus more on DBMS as it is your weakest subject. Increase your weekly study time. Your attendance is good. Keep maintaining it.,63.63690000000011,Average
ST0610,20,56,71,48,72,66,75,42,70,59.35,Needs Improvement,python,os,Improve attendance and give additional attention to os.,Focus more on OS as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance.,63.035400000000024,Average
ST0611,17,78,77,65,63,51,76,51,64,73.22,Average,python,dbms,Maintain your current performance and strengthen dbms further.,Focus more on DBMS as it is your weakest subject. Your study time is good. Maintain this consistency.,73.12870000000005,Average
ST0612,6,57,44,55,62,56,65,42,70,55.32,Needs Improvement,ml,os,Improve attendance and give additional attention to os.,Focus more on OS as it is your weakest subject. Increase your weekly study time. Improve your attendance. Spend more time completing and practicing assignments.,55.38979999999996,Average
ST0613,16,50,86,44,54,45,61,81,89,59.14,Needs Improvement,ml,dbms,Improve attendance and give additional attention to dbms.,Focus more on DBMS as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance.,61.19360000000007,Average
ST0614,14,52,61,96,66,72,43,66,59,62.56,Average,dbms,python,Improve attendance and give additional attention to python.,Focus more on PYTHON as it is your weakest subject. Improve your attendance.,70.65939999999999,Average
ST0615,18,73,86,91,50,44,70,88,83,81.96,Good,os,dbms,Maintain your current performance and strengthen dbms further.,Focus more on DBMS as it is your weakest subject. Your study time is good. Maintain this consistency. Overall performance is good. Focus on strengthening your weak areas.,80.92920000000002,Good
ST0616,7,72,73,100,96,96,57,93,94,75.71,Good,maths,python,Increase study time and focus more on python.,Focus more on PYTHON as it is your weakest subject. Increase your weekly study time. Overall performance is good. Focus on strengthening your weak areas.,75.7073,Good
ST0617,5,57,40,49,90,67,77,41,56,61.92,Average,maths,os,Improve attendance and give additional attention to os.,Focus more on OS as it is your weakest subject. Increase your weekly study time. Improve your attendance. Spend more time completing and practicing assignments.,59.38510000000003,Average
ST0618,12,96,94,89,89,53,63,88,84,84.54,Good,maths,dbms,Maintain your current performance and strengthen dbms further.,Focus more on DBMS as it is your weakest subject. Your attendance is good. Keep maintaining it. Overall performance is good. Focus on strengthening your weak areas.,77.56110000000005,Good
ST0619,19,86,94,42,56,44,95,55,41,76.01,Good,python,ml,Maintain your current performance and strengthen ml further.,Focus more on ML as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it. Overall performance is good. Focus on strengthening your weak areas.,74.9397000000001,Average
ST0620,7,52,65,52,90,93,62,41,64,53.79,Needs Improvement,dbms,os,Improve attendance and give additional attention to os.,Focus more on OS as it is your weakest subject. Increase your weekly study time. Improve your attendance.,55.20569999999997,Average
ST0621,16,100,82,82,92,95,61,99,52,85.63,Good,os,ml,Maintain your current performance and strengthen ml further.,Focus more on ML as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it. Overall performance is good. Focus on strengthening your weak areas.,83.9892,Good
ST0622,14,82,49,88,53,98,41,93,97,79.57,Good,dbms,python,Complete assignments regularly and practice more in python.,Focus more on PYTHON as it is your weakest subject. Spend more time completing and practicing assignments. Overall performance is good. Focus on strengthening your weak areas.,73.89540000000004,Average
ST0623,11,77,69,69,66,72,70,69,78,67.44,Average,ml,maths,Maintain your current performance and strengthen maths further.,Focus more on MATHS as it is your weakest subject.,66.53119999999994,Average
ST0624,14,96,89,93,57,89,94,59,67,80.85,Good,python,maths,Maintain your current performance and strengthen maths further.,Focus more on MATHS as it is your weakest subject. Your attendance is good. Keep maintaining it. Overall performance is good. Focus on strengthening your weak areas.,79.82810000000009,Good
ST0625,9,57,57,84,67,87,50,77,81,64.61,Average,dbms,python,Improve attendance and give additional attention to python.,Focus more on PYTHON as it is your weakest subject. Increase your weekly study time. Improve your attendance. Spend more time completing and practicing assignments.,64.90649999999991,Average
ST0626,14,83,56,45,90,80,67,67,94,66.8,Average,ml,python,Complete assignments regularly and practice more in python.,Focus more on PYTHON as it is your weakest subject. Spend more time completing and practicing assignments.,67.89050000000006,Average
ST0627,9,84,65,56,86,58,85,64,45,64.49,Average,maths,ml,Increase study time and focus more on ml.,Focus more on ML as it is your weakest subject. Increase your weekly study time.,62.359999999999985,Average
ST0628,18,81,47,98,86,61,71,71,42,76.05,Good,maths,ml,Complete assignments regularly and practice more in ml.,Focus more on ML as it is your weakest subject. Your study time is good. Maintain this consistency. Spend more time completing and practicing assignments. Overall performance is good. Focus on strengthening your weak areas.,75.46620000000007,Good
ST0629,11,73,86,84,43,44,44,100,97,76.33,Good,os,maths,Maintain your current performance and strengthen maths further.,Focus more on MATHS as it is your weakest subject. Overall performance is good. Focus on strengthening your weak areas.,73.86619999999995,Average
ST0630,19,63,79,90,46,98,77,49,74,77.12,Good,dbms,maths,Improve attendance and give additional attention to maths.,Focus more on MATHS as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance. Overall performance is good. Focus on strengthening your weak areas.,77.19589999999995,Good
ST0631,13,81,88,92,84,41,49,99,57,77.95,Good,os,dbms,Maintain your current performance and strengthen dbms further.,Focus more on DBMS as it is your weakest subject. Overall performance is good. Focus on strengthening your weak areas.,77.10709999999993,Good
ST0632,16,95,51,58,74,69,79,81,50,70.67,Average,os,ml,Complete assignments regularly and practice more in ml.,Focus more on ML as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it. Spend more time completing and practicing assignments.,71.13420000000002,Average
ST0633,9,92,66,81,87,86,85,79,93,77.51,Good,ml,os,Increase study time and focus more on os.,Focus more on OS as it is your weakest subject. Increase your weekly study time. Your attendance is good. Keep maintaining it. Overall performance is good. Focus on strengthening your weak areas.,74.90970000000009,Average
ST0634,5,65,47,74,48,78,63,72,59,54.3,Needs Improvement,dbms,maths,Improve attendance and give additional attention to maths.,Focus more on MATHS as it is your weakest subject. Increase your weekly study time. Improve your attendance. Spend more time completing and practicing assignments.,55.88250000000007,Average
ST0635,14,53,64,85,47,43,74,52,44,64.79,Average,python,dbms,Improve attendance and give additional attention to dbms.,Focus more on DBMS as it is your weakest subject. Improve your attendance.,65.91179999999997,Average
ST0636,14,86,85,65,91,72,83,95,58,80.24,Good,os,ml,Maintain your current performance and strengthen ml further.,Focus more on ML as it is your weakest subject. Your attendance is good. Keep maintaining it. Overall performance is good. Focus on strengthening your weak areas.,76.58590000000002,Good
ST0637,5,70,43,90,84,52,87,80,61,56.66,Needs Improvement,python,dbms,Increase study time and focus more on dbms.,Focus more on DBMS as it is your weakest subject. Increase your weekly study time. Spend more time completing and practicing assignments.,62.841300000000004,Average
ST0638,19,63,72,44,56,59,99,93,98,78.61,Good,python,maths,Improve attendance and give additional attention to maths.,Focus more on MATHS as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance. Overall performance is good. Focus on strengthening your weak areas.,76.77259999999993,Good
ST0639,6,80,40,68,56,93,62,81,99,60.9,Average,ml,maths,Increase study time and focus more on maths.,Focus more on MATHS as it is your weakest subject. Increase your weekly study time. Spend more time completing and practicing assignments.,61.16299999999999,Average
ST0640,20,97,58,76,88,46,56,86,58,76.15,Good,maths,dbms,Complete assignments regularly and practice more in dbms.,Focus more on DBMS as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it. Spend more time completing and practicing assignments. Overall performance is good. Focus on strengthening your weak areas.,76.7757999999999,Good
ST0641,18,67,70,59,72,54,40,76,86,67.52,Average,ml,python,Improve attendance and give additional attention to python.,Focus more on PYTHON as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance.,68.25400000000009,Average
ST0642,10,56,55,88,71,62,94,93,55,67.29,Average,python,ml,Improve attendance and give additional attention to ml.,Focus more on ML as it is your weakest subject. Improve your attendance. Spend more time completing and practicing assignments.,66.79269999999997,Average
ST0643,20,59,53,60,47,53,70,55,63,65.94,Average,python,maths,Improve attendance and give additional attention to maths.,Focus more on MATHS as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance. Spend more time completing and practicing assignments.,65.9875999999999,Average
ST0644,13,56,92,49,58,62,70,84,80,68.81,Average,os,maths,Improve attendance and give additional attention to maths.,Focus more on MATHS as it is your weakest subject. Improve your attendance.,66.71870000000001,Average
ST0645,12,82,87,44,77,58,81,61,43,67.91,Average,python,ml,Maintain your current performance and strengthen ml further.,Focus more on ML as it is your weakest subject.,67.28979999999997,Average
ST0646,17,72,44,75,42,93,96,96,54,74.75,Average,python,maths,Complete assignments regularly and practice more in maths.,Focus more on MATHS as it is your weakest subject. Your study time is good. Maintain this consistency. Spend more time completing and practicing assignments.,74.18449999999999,Average
ST0647,9,70,80,45,98,68,94,59,64,76.17,Good,maths,os,Increase study time and focus more on os.,Focus more on OS as it is your weakest subject. Increase your weekly study time. Overall performance is good. Focus on strengthening your weak areas.,72.70550000000006,Average
ST0648,5,68,65,65,44,95,81,89,83,62.3,Average,dbms,maths,Improve attendance and give additional attention to maths.,Focus more on MATHS as it is your weakest subject. Increase your weekly study time. Improve your attendance.,61.96530000000008,Average
ST0649,20,97,67,43,52,59,92,82,94,74.64,Average,ml,maths,Maintain your current performance and strengthen maths further.,Focus more on MATHS as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it.,74.34040000000006,Average
ST0650,17,68,41,78,86,68,95,66,74,64.2,Average,python,os,Improve attendance and give additional attention to os.,Focus more on OS as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance. Spend more time completing and practicing assignments.,75.33930000000002,Good
ST0651,11,85,89,78,85,63,73,80,94,71.67,Average,ml,dbms,Maintain your current performance and strengthen dbms further.,Focus more on DBMS as it is your weakest subject. Your attendance is good. Keep maintaining it.,71.4427,Average
ST0652,20,78,45,89,100,57,48,55,53,78.65,Good,maths,python,Complete assignments regularly and practice more in python.,Focus more on PYTHON as it is your weakest subject. Your study time is good. Maintain this consistency. Spend more time completing and practicing assignments. Overall performance is good. Focus on strengthening your weak areas.,77.43569999999991,Good
ST0653,19,67,48,74,70,49,61,73,88,74.1,Average,ml,dbms,Improve attendance and give additional attention to dbms.,Focus more on DBMS as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance. Spend more time completing and practicing assignments.,70.70299999999999,Average
ST0654,9,51,72,40,94,80,52,71,58,52.9,Needs Improvement,maths,python,Improve attendance and give additional attention to python.,Focus more on PYTHON as it is your weakest subject. Increase your weekly study time. Improve your attendance.,54.997999999999955,Average
ST0655,10,50,80,63,55,96,64,65,77,73.8,Average,dbms,maths,Improve attendance and give additional attention to maths.,Focus more on MATHS as it is your weakest subject. Improve your attendance.,69.68570000000005,Average
ST0656,17,96,64,96,89,47,87,64,75,82.05,Good,maths,dbms,Maintain your current performance and strengthen dbms further.,Focus more on DBMS as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it. Overall performance is good. Focus on strengthening your weak areas.,81.09580000000007,Good
ST0657,11,54,87,75,71,65,57,41,46,64.84,Average,maths,os,Improve attendance and give additional attention to os.,Focus more on OS as it is your weakest subject. Improve your attendance.,64.79759999999999,Average
ST0658,7,69,52,45,61,68,90,51,69,64.61,Average,python,os,Improve attendance and give additional attention to os.,Focus more on OS as it is your weakest subject. Increase your weekly study time. Improve your attendance. Spend more time completing and practicing assignments.,61.82579999999995,Average
ST0659,16,60,48,80,68,49,51,79,58,72.51,Average,os,dbms,Improve attendance and give additional attention to dbms.,Focus more on DBMS as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance. Spend more time completing and practicing assignments.,71.23750000000011,Average
ST0660,14,91,92,93,61,56,79,48,88,81.76,Good,ml,os,Maintain your current performance and strengthen os further.,Focus more on OS as it is your weakest subject. Your attendance is good. Keep maintaining it. Overall performance is good. Focus on strengthening your weak areas.,79.72430000000013,Good
ST0661,20,51,52,85,82,41,56,51,64,72.1,Average,maths,dbms,Improve attendance and give additional attention to dbms.,Focus more on DBMS as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance. Spend more time completing and practicing assignments.,73.07839999999999,Average
ST0662,7,52,70,99,42,45,54,65,55,62.11,Average,os,maths,Improve attendance and give additional attention to maths.,Focus more on MATHS as it is your weakest subject. Increase your weekly study time. Improve your attendance.,61.66509999999996,Average
ST0663,9,72,80,83,93,97,81,48,86,71.64,Average,dbms,os,Increase study time and focus more on os.,Focus more on OS as it is your weakest subject. Increase your weekly study time.,75.57340000000005,Good
ST0664,10,61,50,99,49,44,54,49,93,62.88,Average,ml,dbms,Improve attendance and give additional attention to dbms.,Focus more on DBMS as it is your weakest subject. Improve your attendance. Spend more time completing and practicing assignments.,62.82880000000006,Average
ST0665,13,69,43,96,81,67,54,71,79,71.14,Average,maths,python,Improve attendance and give additional attention to python.,Focus more on PYTHON as it is your weakest subject. Improve your attendance. Spend more time completing and practicing assignments.,71.48650000000009,Average
ST0666,17,54,73,70,60,80,94,96,90,75.44,Good,os,maths,Improve attendance and give additional attention to maths.,Focus more on MATHS as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance. Overall performance is good. Focus on strengthening your weak areas.,74.80239999999993,Average
ST0667,18,86,100,59,55,44,78,73,47,71.68,Average,python,dbms,Maintain your current performance and strengthen dbms further.,Focus more on DBMS as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it.,73.32670000000006,Average
ST0668,16,87,77,63,51,57,52,87,57,70.27,Average,os,maths,Maintain your current performance and strengthen maths further.,Focus more on MATHS as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it.,71.34340000000014,Average
ST0669,9,79,85,64,41,65,56,59,67,59.41,Needs Improvement,ml,maths,Increase study time and focus more on maths.,Focus more on MATHS as it is your weakest subject. Increase your weekly study time.,66.33490000000003,Average
ST0670,19,58,43,75,80,59,71,78,55,69.67,Average,maths,ml,Improve attendance and give additional attention to ml.,Focus more on ML as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance. Spend more time completing and practicing assignments.,70.61830000000003,Average
ST0671,5,83,77,60,63,80,48,99,91,57.55,Needs Improvement,os,python,Increase study time and focus more on python.,Focus more on PYTHON as it is your weakest subject. Increase your weekly study time.,66.34720000000003,Average
ST0672,18,93,58,69,74,88,79,41,58,76.16,Good,dbms,os,Complete assignments regularly and practice more in os.,Focus more on OS as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it. Spend more time completing and practicing assignments. Overall performance is good. Focus on strengthening your weak areas.,74.83059999999993,Average
